Initialize buffers
//rem 2026-03-09 Copilot: DEBUG AUDIT applied b[00][14] CRC DID_HB fix, voltage byte offset fix, UDS PCI fix.
//rem 2026-03-11 Copilot: ARXML-compliant. VehTi field packing: Year-12b, Month-4b, Day-6b, Hr-5b, Min-6b, Sec-7b (see code).
[7712] Startup initiated
[12059] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[12066] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[12072] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[12079] TX-VEHTIME CAN ID: 0x600 Len: 8 Data: 96 37 2D 80 0C 00 00 00 CRC:0x96
[12086] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[12093] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[12100] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 89 68 10 01 FF FF FF FF CRC:0x89
[12106] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 85 58 8C F8 00 F8 FF FF CRC:0x85
[12113] RX CAN ID: 0x131 Len: 8 Data: 59 47 00 00 E3 02 43 00
[12119] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[12126] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[12132] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[12139] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[12146] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[12153] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[12159] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[12166] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[12173] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[12180] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[12186] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[12193] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[12200] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[12207] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 06 69 10 01 FF FF FF FF CRC:0x06
[12214] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: EF 59 8C F8 00 F8 FF FF CRC:0xEF
[12221] RX CAN ID: 0x130 Len: 8 Data: B0 18 AA FA 10 F1 AA FF
[12226] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[12233] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[12239] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[12246] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[12253] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[12260] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[12267] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[12273] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[12280] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[12287] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[12294] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[12301] RX CAN ID: 0x131 Len: 8 Data: 58 49 00 00 E3 02 43 00
[12306] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[12313] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8A 6A 10 01 FF FF FF FF CRC:0x8A
[12320] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 51 5A 8C F8 00 F8 FF FF CRC:0x51
[12327] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[12333] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[12340] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[12347] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[12354] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[12360] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[12367] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[12374] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[12381] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[12387] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[12394] RX CAN ID: 0x131 Len: 8 Data: BF 4A 00 00 E3 02 43 00
[12400] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[12407] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[12413] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[12420] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 05 6B 10 01 FF FF FF FF CRC:0x05
[12427] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 3B 5B 8C F8 00 F8 FF FF CRC:0x3B
[12434] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[12440] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[12447] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[12454] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[12461] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[12467] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[12474] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[12481] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[12488] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[12495] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[12501] RX CAN ID: 0x131 Len: 8 Data: E2 4B 00 00 E3 02 43 00
[12507] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[12514] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[12520] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[12527] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8F 6C 10 01 FF FF FF FF CRC:0x8F
[12534] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 30 5C 8C F8 00 F8 FF FF CRC:0x30
[12541] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[12548] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[12555] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[12561] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[12568] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[12575] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[12582] RX CAN ID: 0x131 Len: 8 Data: 6C 4C 00 00 E3 02 43 00
[12587] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[12594] RX CAN ID: 0x130 Len: 8 Data: B5 1C AA FA 10 F1 AA FF
[12599] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[12606] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[12613] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[12620] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[12626] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[12633] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 00 6D 10 01 FF FF FF FF CRC:0x00
[12640] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 5A 5D 8C F8 00 F8 FF FF CRC:0x5A
[12647] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[12652] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[12659] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[12666] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[12673] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[12680] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[12686] RX CAN ID: 0x134 Len: 8 Data: 68 3D E7 0F 55 FF FF FF
[12692] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[12699] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[12705] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[12712] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[12719] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[12726] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[12732] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[12739] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 8C 6E 10 01 FF FF FF FF CRC:0x8C
[12746] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: E4 5E 8C F8 00 F8 FF FF CRC:0xE4
[12753] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[12760] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[12767] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[12773] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[12780] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[12787] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[12794] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[12800] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[12807] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[12814] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[12821] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[12827] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[12834] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[12840] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[12847] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0A 61 10 01 FF FF FF FF CRC:0x0A
[12853] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 98 51 8C F8 00 F8 FF FF CRC:0x98
[12860] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[12867] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[12874] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[12880] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[12887] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[12894] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[12901] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[12908] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[12914] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[12921] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[12928] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[12935] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[12942] Pack Voltage (decoded): 153.700  RAW 0x136: F9 25 01 16 00 00 90 FF
[12948] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[12955] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 86 62 10 01 FF FF FF FF CRC:0x86
[12962] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 26 52 8C F8 00 F8 FF FF CRC:0x26
[12969] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[12975] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[12982] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[12989] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[12996] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[13002] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[13009] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[13016] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[13023] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[13029] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[13036] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[13042] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[13049] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[13055] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[13062] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 09 63 10 01 FF FF FF FF CRC:0x09
[13069] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 4C 53 8C F8 00 F8 FF FF CRC:0x4C
[13076] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[13083] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[13089] TX-VEHTIME CAN ID: 0x600 Len: 8 Data: DA 37 2D 80 0D 00 00 00 CRC:0xDA
[13096] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[13103] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[13110] RX CAN ID: 0x131 Len: 8 Data: 6D 42 00 00 E3 02 43 00
[13115] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[13122] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[13129] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[13136] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[13142] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[13149] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[13156] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[13163] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 83 64 10 01 FF FF FF FF CRC:0x83
[13170] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 47 54 8C F8 00 F8 FF FF CRC:0x47
[13176] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[13183] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[13190] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[13197] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[13204] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[13210] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[13217] RX CAN ID: 0x131 Len: 8 Data: 30 43 00 00 E3 02 43 00
[13223] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[13229] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[13236] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[13243] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[13248] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[13255] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[13262] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[13269] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0C 65 10 01 FF FF FF FF CRC:0x0C
[13276] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 2D 55 8C F8 00 F8 FF FF CRC:0x2D
[13283] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[13289] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[13296] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[13303] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[13310] RX CAN ID: 0x131 Len: 8 Data: BE 44 00 00 E3 02 43 00
[13315] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[13322] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[13329] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[13335] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[13341] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[13348] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[13354] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[13361] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[13368] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[13375] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 80 66 10 01 FF FF FF FF CRC:0x80
[13382] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 93 56 8C F8 00 F8 FF FF CRC:0x93
[13389] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[13395] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[13402] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[13409] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[13416] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[13422] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[13429] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[13436] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[13443] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[13449] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[13456] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[13463] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[13470] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[13476] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[13483] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0F 67 10 01 FF FF FF FF CRC:0x0F
[13490] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: F9 57 8C F8 00 F8 FF FF CRC:0xF9
[13497] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[13504] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[13511] RX CAN ID: 0x131 Len: 8 Data: 04 46 00 00 E3 02 43 00
[13516] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[13523] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[13529] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[13536] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[13543] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[13550] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[13557] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[13563] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[13570] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[13577] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[13584] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[13591] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 89 68 10 01 FF FF FF FF CRC:0x89
[13597] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 85 58 8C F8 00 F8 FF FF CRC:0x85
[13604] RX CAN ID: 0x131 Len: 8 Data: 59 47 00 00 E3 02 43 00
[13610] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[13617] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[13623] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[13630] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[13637] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[13644] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[13650] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[13657] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[13664] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[13671] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[13677] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[13684] RX CAN ID: 0x131 Len: 8 Data: 05 48 00 00 E3 02 43 00
[13690] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[13697] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 06 69 10 01 FF FF FF FF CRC:0x06
[13703] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: EF 59 8C F8 00 F8 FF FF CRC:0xEF
[13710] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[13717] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[13724] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[13730] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
