Index	Direction	Time Mark	Status	Alias	Frame ID	Format	Type	DLC	Data	
2467	Receive	20:23:42.665			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
2468	Receive	20:23:42.669			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
2469	Receive	20:23:42.673			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
2470	Receive	20:23:42.679			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
2471	Receive	20:23:42.683			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
2472	Receive	20:23:42.689			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
2473	Receive	20:23:42.695			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
2474	Receive	20:23:42.695			0x0000060F	Data Frame	Extern Frame	0x08	14 60 10 01 FF FF FF FF 	
2475	Receive	20:23:42.695			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2476	Receive	20:23:42.695			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2477	Receive	20:23:42.699			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
2478	Receive	20:23:42.705			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
2479	Receive	20:23:42.709			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
2480	Receive	20:23:42.715			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
2481	Receive	20:23:42.719			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
2482	Receive	20:23:42.725			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
2483	Receive	20:23:42.729			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
2484	Receive	20:23:42.735			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
2485	Receive	20:23:42.739			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2486	Receive	20:23:42.739			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2487	Receive	20:23:42.739			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2488	Receive	20:23:42.739			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2489	Receive	20:23:42.739			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
2490	Receive	20:23:42.745			0x00000131	Data Frame	Extern Frame	0x08	31 4D 00 00 E3 02 43 00 	
2491	Receive	20:23:42.745			0x00000130	Data Frame	Extern Frame	0x08	FC 1D AA FA 1A F1 AA FF 	
2492	Receive	20:23:42.745			0x00000134	Data Frame	Extern Frame	0x08	97 3D E7 FF 54 FF FF FF 	
2493	Receive	20:23:42.745			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
2494	Receive	20:23:42.749			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
2495	Receive	20:23:42.755			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
2496	Receive	20:23:42.759			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
2497	Receive	20:23:42.765			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
2498	Receive	20:23:42.769			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
2499	Receive	20:23:42.775			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
2500	Receive	20:23:42.779			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
2501	Receive	20:23:42.785			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
2502	Receive	20:23:42.789			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
2503	Receive	20:23:42.795			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
2504	Receive	20:23:42.795			0x00000600	Data Frame	Extern Frame	0x08	43 07 03 0C 60 00 00 FF 	
2505	Receive	20:23:42.795			0x00000720	Data Frame	Extern Frame	0x08	2A 01 FF FF FF FF FF FF 	
2506	Receive	20:23:42.795			0x0000060F	Data Frame	Extern Frame	0x08	49 61 10 01 FF FF FF FF 	
2507	Receive	20:23:42.799			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2508	Receive	20:23:42.799			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2509	Receive	20:23:42.799			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
2510	Receive	20:23:42.805			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
2511	Receive	20:23:42.809			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
2512	Receive	20:23:42.815			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
2513	Receive	20:23:42.819			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
2514	Receive	20:23:42.825			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
2515	Receive	20:23:42.829			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
2516	Receive	20:23:42.835			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
2517	Receive	20:23:42.839			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2518	Receive	20:23:42.839			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2519	Receive	20:23:42.839			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2520	Receive	20:23:42.839			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2521	Receive	20:23:42.839			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
2522	Receive	20:23:42.845			0x00000131	Data Frame	Extern Frame	0x08	D6 4E 00 00 E3 02 43 00 	
2523	Receive	20:23:42.845			0x00000130	Data Frame	Extern Frame	0x08	36 1E AA FA 1A F1 AA FF 	
2524	Receive	20:23:42.845			0x00000134	Data Frame	Extern Frame	0x08	2D 3E E7 FF 54 FF FF FF 	
2525	Receive	20:23:42.845			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
2526	Receive	20:23:42.849			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
2527	Receive	20:23:42.854			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
2528	Receive	20:23:42.861			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
2529	Receive	20:23:42.865			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
2530	Receive	20:23:42.869			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
2531	Receive	20:23:42.875			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
2532	Receive	20:23:42.879			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
2533	Receive	20:23:42.885			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
2534	Receive	20:23:42.889			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
2535	Receive	20:23:42.895			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
2536	Receive	20:23:42.895			0x0000060F	Data Frame	Extern Frame	0x08	AE 62 10 01 FF FF FF FF 	
2537	Receive	20:23:42.899			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2538	Receive	20:23:42.899			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2539	Receive	20:23:42.899			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
2540	Receive	20:23:42.905			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
2541	Receive	20:23:42.909			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
2542	Receive	20:23:42.915			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
2543	Receive	20:23:42.919			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
2544	Receive	20:23:42.925			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
2545	Receive	20:23:42.929			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
2546	Receive	20:23:42.935			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
2547	Receive	20:23:42.939			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2548	Receive	20:23:42.939			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2549	Receive	20:23:42.939			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2550	Receive	20:23:42.939			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2551	Receive	20:23:42.939			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
2552	Receive	20:23:42.945			0x00000131	Data Frame	Extern Frame	0x08	D7 40 00 00 E3 02 43 00 	
2553	Receive	20:23:42.945			0x00000130	Data Frame	Extern Frame	0x08	B5 10 AA FA 1A F1 AA FF 	
2554	Receive	20:23:42.945			0x00000134	Data Frame	Extern Frame	0x08	D8 30 E7 FF 54 FF FF FF 	
2555	Receive	20:23:42.945			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
2556	Receive	20:23:42.949			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
2557	Receive	20:23:42.955			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
2558	Receive	20:23:42.959			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
2559	Receive	20:23:42.965			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
2560	Receive	20:23:42.969			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
2561	Receive	20:23:42.975			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
2562	Receive	20:23:42.979			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
2563	Receive	20:23:42.985			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
2564	Receive	20:23:42.989			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
2565	Receive	20:23:42.995			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
2566	Receive	20:23:42.999			0x0000060F	Data Frame	Extern Frame	0x08	F3 63 10 01 FF FF FF FF 	
2567	Receive	20:23:42.999			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2568	Receive	20:23:42.999			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2569	Receive	20:23:42.999			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
2570	Receive	20:23:43.005			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
2571	Receive	20:23:43.009			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
2572	Receive	20:23:43.015			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
2573	Receive	20:23:43.019			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
2574	Receive	20:23:43.025			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
2575	Receive	20:23:43.029			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
2576	Receive	20:23:43.037			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
2577	Receive	20:23:43.037			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2578	Receive	20:23:43.037			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2579	Receive	20:23:43.037			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2580	Receive	20:23:43.037			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2581	Receive	20:23:43.041			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
2582	Receive	20:23:43.045			0x00000131	Data Frame	Extern Frame	0x08	8A 41 00 00 E3 02 43 00 	
2583	Receive	20:23:43.045			0x00000130	Data Frame	Extern Frame	0x08	F3 11 AA FA 1A F1 AA FF 	
2584	Receive	20:23:43.045			0x00000134	Data Frame	Extern Frame	0x08	45 31 E7 FF 54 FF FF FF 	
2585	Receive	20:23:43.045			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
2586	Receive	20:23:43.049			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
2587	Receive	20:23:43.055			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
2588	Receive	20:23:43.059			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
2589	Receive	20:23:43.065			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
2590	Receive	20:23:43.069			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
2591	Receive	20:23:43.074			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
2592	Receive	20:23:43.078			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
2593	Receive	20:23:43.084			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
2594	Receive	20:23:43.088			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
2595	Receive	20:23:43.094			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
2596	Receive	20:23:43.098			0x0000060F	Data Frame	Extern Frame	0x08	7D 64 10 01 FF FF FF FF 	
2597	Receive	20:23:43.098			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2598	Receive	20:23:43.098			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2599	Receive	20:23:43.098			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
2600	Receive	20:23:43.104			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
2601	Receive	20:23:43.108			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
2602	Receive	20:23:43.114			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
2603	Receive	20:23:43.118			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
2604	Receive	20:23:43.124			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
2605	Receive	20:23:43.128			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
2606	Receive	20:23:43.134			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
2607	Receive	20:23:43.138			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2608	Receive	20:23:43.138			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2609	Receive	20:23:43.138			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2610	Receive	20:23:43.138			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2611	Receive	20:23:43.138			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
2612	Receive	20:23:43.144			0x00000131	Data Frame	Extern Frame	0x08	6D 42 00 00 E3 02 43 00 	
2613	Receive	20:23:43.144			0x00000130	Data Frame	Extern Frame	0x08	39 12 AA FA 1A F1 AA FF 	
2614	Receive	20:23:43.144			0x00000134	Data Frame	Extern Frame	0x08	FF 32 E7 FF 54 FF FF FF 	
2615	Receive	20:23:43.144			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
2616	Receive	20:23:43.148			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
2617	Receive	20:23:43.154			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
2618	Receive	20:23:43.158			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
2619	Receive	20:23:43.164			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
2620	Receive	20:23:43.168			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
2621	Receive	20:23:43.174			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
2622	Receive	20:23:43.178			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
2623	Receive	20:23:43.184			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
2624	Receive	20:23:43.188			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
2625	Receive	20:23:43.194			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
2626	Receive	20:23:43.198			0x0000060F	Data Frame	Extern Frame	0x08	20 65 10 01 FF FF FF FF 	
2627	Receive	20:23:43.198			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2628	Receive	20:23:43.198			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2629	Receive	20:23:43.198			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
2630	Receive	20:23:43.204			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
2631	Receive	20:23:43.210			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
2632	Receive	20:23:43.214			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
2633	Receive	20:23:43.220			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
2634	Receive	20:23:43.224			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
2635	Receive	20:23:43.230			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
2636	Receive	20:23:43.234			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
2637	Receive	20:23:43.238			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2638	Receive	20:23:43.238			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2639	Receive	20:23:43.238			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2640	Receive	20:23:43.238			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2641	Receive	20:23:43.238			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
2642	Receive	20:23:43.246			0x00000131	Data Frame	Extern Frame	0x08	30 43 00 00 E3 02 43 00 	
2643	Receive	20:23:43.246			0x00000130	Data Frame	Extern Frame	0x08	7F 13 AA FA 1A F1 AA FF 	
2644	Receive	20:23:43.246			0x00000134	Data Frame	Extern Frame	0x08	62 33 E7 FF 54 FF FF FF 	
2645	Receive	20:23:43.246			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
2646	Receive	20:23:43.250			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
2647	Receive	20:23:43.254			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
2648	Receive	20:23:43.260			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
2649	Receive	20:23:43.264			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
2650	Receive	20:23:43.270			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
2651	Receive	20:23:43.274			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
2652	Receive	20:23:43.280			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
2653	Receive	20:23:43.284			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
2654	Receive	20:23:43.290			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
2655	Receive	20:23:43.294			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
2656	Receive	20:23:43.298			0x0000060F	Data Frame	Extern Frame	0x08	C7 66 10 01 FF FF FF FF 	
2657	Receive	20:23:43.298			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2658	Receive	20:23:43.298			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2659	Receive	20:23:43.298			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
2660	Receive	20:23:43.304			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
2661	Receive	20:23:43.310			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
2662	Receive	20:23:43.314			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
2663	Receive	20:23:43.320			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
2664	Receive	20:23:43.324			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
2665	Receive	20:23:43.330			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
2666	Receive	20:23:43.334			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
2667	Receive	20:23:43.338			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2668	Receive	20:23:43.338			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2669	Receive	20:23:43.338			0x00000702	Data Frame	Extern Frame	0x08	4B 80 9C 00 FF FF FF FF 	
2670	Receive	20:23:43.338			0x00000703	Data Frame	Extern Frame	0x08	16 90 C0 FF FF FF FF FF 	
2671	Receive	20:23:43.338			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2672	Receive	20:23:43.338			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
2673	Receive	20:23:43.338			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2674	Receive	20:23:43.338			0x00000721	Data Frame	Extern Frame	0x08	FC FE FF FF FF FF FF FF 	
2675	Receive	20:23:43.342			0x00000725	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 00 00 	
2676	Receive	20:23:43.346			0x00000131	Data Frame	Extern Frame	0x08	BE 44 00 00 E3 02 43 00 	
2677	Receive	20:23:43.346			0x00000130	Data Frame	Extern Frame	0x08	B0 14 AA FA 1A F1 AA FF 	
2678	Receive	20:23:43.346			0x00000134	Data Frame	Extern Frame	0x08	96 34 E7 FF 54 FF FF FF 	
2679	Receive	20:23:43.346			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
2680	Receive	20:23:43.350			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
2681	Receive	20:23:43.354			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
2682	Receive	20:23:43.360			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
2683	Receive	20:23:43.364			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
2684	Receive	20:23:43.370			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
2685	Receive	20:23:43.374			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
2686	Receive	20:23:43.380			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
2687	Receive	20:23:43.384			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
2688	Receive	20:23:43.390			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
2689	Receive	20:23:43.394			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
2690	Receive	20:23:43.397			0x0000060F	Data Frame	Extern Frame	0x08	9A 67 10 01 FF FF FF FF 	
2691	Receive	20:23:43.397			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
2692	Receive	20:23:43.397			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
2693	Receive	20:23:43.397			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
2694	Receive	20:23:43.403			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
2695	Receive	20:23:43.409			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
2696	Receive	20:23:43.414			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
2697	Receive	20:23:43.419			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
2698	Receive	20:23:43.423			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
2699	Receive	20:23:43.429			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
2700	Receive	20:23:43.433			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
2701	Receive	20:23:43.438			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
2702	Receive	20:23:43.438			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
2703	Receive	20:23:43.438			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
2704	Receive	20:23:43.438			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
2705	Receive	20:23:43.438			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
